"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"peroxisomal disorder";"Personality disorder";"http://purl.obolibrary.org/obo/HP_0012075";"70.97";"false";"false"
"hypocholesterolemia";"Hypocholesterolemia";"http://purl.obolibrary.org/obo/HP_0003146";"100";"false";"false"
"malignant uterine tumour";"Uterine neoplasm";"http://purl.obolibrary.org/obo/HP_0010784";"70.59";"false";"false"
"anal cancer";"Anal canal neoplasm";"http://purl.obolibrary.org/obo/HP_0030437";"62.07";"false";"false"
"lumbosacral radiculopathy";"Lumbosacral hirsutism";"http://purl.obolibrary.org/obo/HP_0009747";"53.66";"false";"false"
"copper metabolism disorder";"Personality disorder";"http://purl.obolibrary.org/obo/HP_0012075";"50";"false";"false"
"depressive fatigue";"Depressivity";"http://purl.obolibrary.org/obo/HP_0000716";"69.57";"false";"false"
"deep venous clot";"Deep venous thrombosis";"http://purl.obolibrary.org/obo/HP_0002625";"64.86";"false";"false"
"bleeding disorder";"Neurological speech impairment";"http://purl.obolibrary.org/obo/HP_0002167";"59.26";"false";"false"
"hepatic metastasis";"Parageusia";"http://purl.obolibrary.org/obo/HP_0031249";"59.26";"false";"false"
"adverse reactions to acetaminophen or acetaminophen overdose";"Peripheral tractional retinal detachment";"http://purl.obolibrary.org/obo/HP_0007643";"43.37";"false";"false"
"infection associated with diabetic foot ulcers";"Infection associated neutropenia";"http://purl.obolibrary.org/obo/HP_0410256";"51.72";"false";"false"
"isosporiasis";"Psoriasiform dermatitis";"http://purl.obolibrary.org/obo/HP_0003765";"66.67";"false";"false"
"tendon injuries";"Tendonitis";"http://purl.obolibrary.org/obo/HP_0025230";"66.67";"false";"false"
"investigative surgical procedure";"Proprioceptive-induced seizure";"http://purl.obolibrary.org/obo/HP_0020211";"48";"false";"false"
"vitamin k deficiency";"Low levels of vitamin A";"http://purl.obolibrary.org/obo/HP_0004905";"93.75";"false";"false"
"delayed methotrexate clearance";"Abnormal mucociliary clearance";"http://purl.obolibrary.org/obo/HP_0031602";"41.51";"false";"false"
"disseminated intravascular coagulation";"Disseminated intravascular coagulation";"http://purl.obolibrary.org/obo/HP_0005521";"100";"false";"false"
"pulmonary emphysema";"Emphysema";"http://purl.obolibrary.org/obo/HP_0002097";"100";"false";"false"
"abdominal stomach pain";"Abdominal pain";"http://purl.obolibrary.org/obo/HP_0002027";"89.36";"false";"false"
"vertigo meniere disease";"Recurrent meningococcal disease";"http://purl.obolibrary.org/obo/HP_0005381";"54.17";"false";"false"
"peripheral ischemia";"Peripheral";"http://purl.obolibrary.org/obo/HP_0030646";"66.67";"false";"false"
"vaginal infection";"Vaginitis";"http://purl.obolibrary.org/obo/HP_0030683";"63.16";"false";"false"
"severe sepsis";"Sepsis";"http://purl.obolibrary.org/obo/HP_0100806";"66.67";"false";"false"
"penile squamous cancer";"Pancreatic squamous cell carcinoma";"http://purl.obolibrary.org/obo/HP_0012142";"57.69";"false";"false"
"heart attack";"Myocardial infarction";"http://purl.obolibrary.org/obo/HP_0001658";"100";"false";"false"
"late stage acute myeloid leukaemia";"Acute myeloid leukemia";"http://purl.obolibrary.org/obo/HP_0004808";"80.7";"false";"false"
"dry eye disease";"Keratoconjunctivitis sicca";"http://purl.obolibrary.org/obo/HP_0001097";"66.67";"false";"false"
"testosterone deficiency";"Decreased serum testosterone level";"http://purl.obolibrary.org/obo/HP_0040171";"54.9";"false";"false"
"contraception";"Flexion contracture";"http://purl.obolibrary.org/obo/HP_0001371";"63.64";"false";"false"
"adjuvant ovarian cancer";"Ovarian carcinoma";"http://purl.obolibrary.org/obo/HP_0025318";"66.67";"false";"false"
"mature gastrointestinal nematode infection";"Recurrent infection of the gastrointestinal tract";"http://purl.obolibrary.org/obo/HP_0004798";"73.85";"false";"false"
"sanfilippo syndrome";"Cervical C2/C3 vertebral fusion";"http://purl.obolibrary.org/obo/HP_0004602";"60";"false";"false"
"healthcare associated pneumonia";"Aspiration pneumonia";"http://purl.obolibrary.org/obo/HP_0011951";"60.47";"false";"false"
"hypernatremia";"Hypernatremia";"http://purl.obolibrary.org/obo/HP_0003228";"100";"false";"false"
"autoimmune hepatitis";"Autoimmunity";"http://purl.obolibrary.org/obo/HP_0002960";"76.92";"false";"false"
"trematode infection";"Recurrent bacterial skin infections";"http://purl.obolibrary.org/obo/HP_0005406";"53.33";"false";"false"
"joint infection";"Arthritis";"http://purl.obolibrary.org/obo/HP_0001369";"66.67";"false";"false"
"carcinoid syndrome diarrhea";"Thyroid carcinoma";"http://purl.obolibrary.org/obo/HP_0002890";"57.78";"false";"false"
"atypical hemolytic uremic syndrome";"Hemolytic-uremic syndrome";"http://purl.obolibrary.org/obo/HP_0005575";"89.36";"false";"false"
"thrombotic microangiopathy";"Laryngeal hemangioma";"http://purl.obolibrary.org/obo/HP_0410271";"55.81";"false";"false"
"coronavirus disease 2019 covid 19";"Coronary artery atherosclerosis";"http://purl.obolibrary.org/obo/HP_0001677";"54.17";"false";"false"
"cutaneous wart";"Disseminated cutaneous warts";"http://purl.obolibrary.org/obo/HP_0032215";"70.97";"false";"false"
"limb girdle muscular dystrophy";"Limb-girdle muscular dystrophy";"http://purl.obolibrary.org/obo/HP_0006785";"100";"false";"false"
"cerebral salt wasting syndrome";"Cachexia";"http://purl.obolibrary.org/obo/HP_0004326";"68.42";"false";"false"
"bulimia nervosa";"Bulimia";"http://purl.obolibrary.org/obo/HP_0100739";"66.67";"false";"false"
"advanced gum disease";"Graves disease";"http://purl.obolibrary.org/obo/HP_0100647";"51.61";"false";"false"
"organophosphate poisoning";"Phonophobia";"http://purl.obolibrary.org/obo/HP_0002183";"43.75";"false";"false"
"pontocerebellar hypoplasia type 6";"Olivopontocerebellar hypoplasia";"http://purl.obolibrary.org/obo/HP_0006955";"78.79";"false";"false"
"poliomyelitis";"CNS hypomyelination";"http://purl.obolibrary.org/obo/HP_0003429";"50";"false";"false"
"obstructive lung disease";"Airway obstruction";"http://purl.obolibrary.org/obo/HP_0006536";"100";"false";"false"
"respiratory syncytial virus infection";"Respiratory tract infection";"http://purl.obolibrary.org/obo/HP_0011947";"74.51";"false";"false"
"focal dystonia";"Focal dystonia";"http://purl.obolibrary.org/obo/HP_0004373";"100";"false";"false"
"chronic periodontitis";"Periodontitis";"http://purl.obolibrary.org/obo/HP_0000704";"71.43";"false";"false"
"familial adenomatous polyposis";"Adenomatous colonic polyposis";"http://purl.obolibrary.org/obo/HP_0005227";"73.47";"false";"false"
"hyperphenylalaninemia";"Hyperphenylalaninemia";"http://purl.obolibrary.org/obo/HP_0004923";"100";"false";"false"
"leber hereditary optic neuropathy";"Leber optic atrophy";"http://purl.obolibrary.org/obo/HP_0001112";"62.96";"false";"false"
"entamoeba histolytica infection";"History of congenital CMV infection";"http://purl.obolibrary.org/obo/HP_0033624";"45.61";"false";"false"
"multi drug resistant tuberculosis";"Pulmonary tuberculosis";"http://purl.obolibrary.org/obo/HP_0032262";"53.85";"false";"false"
"infantile colics";"Abdominal colic";"http://purl.obolibrary.org/obo/HP_0011848";"48.28";"false";"false"
"fibrolamellar liver cancer";"Neoplasm of the liver";"http://purl.obolibrary.org/obo/HP_0002896";"65";"false";"false"
"night blindness";"Nyctalopia";"http://purl.obolibrary.org/obo/HP_0000662";"100";"false";"false"
"neuropathic pain";"Peripheral axonal neuropathy";"http://purl.obolibrary.org/obo/HP_0003477";"64.52";"false";"false"
"labyrinthitis";"Aplasia of the inner ear";"http://purl.obolibrary.org/obo/HP_0011372";"71.43";"false";"false"
"congenital alopecia";"Congenital alopecia totalis";"http://purl.obolibrary.org/obo/HP_0005597";"83.72";"false";"false"
"kinetoplastids";"Renal hypoplasia";"http://purl.obolibrary.org/obo/HP_0000089";"58.06";"false";"false"
"social phobia";"Phonophobia";"http://purl.obolibrary.org/obo/HP_0002183";"53.85";"false";"false"
"chordoma";"Chordoma";"http://purl.obolibrary.org/obo/HP_0010762";"100";"false";"false"
"embolism";"Pulmonary fat embolism";"http://purl.obolibrary.org/obo/HP_0032008";"75";"false";"false"
"neurogenic detrusor overactivity";"Neurogenic bladder";"http://purl.obolibrary.org/obo/HP_0000011";"55.81";"false";"false"
"proliferative vitreoretinopathy";"Vitreoretinopathy";"http://purl.obolibrary.org/obo/HP_0007773";"83.72";"false";"false"
"vasomotor symptom";"Triggered by emotion";"http://purl.obolibrary.org/obo/HP_0025334";"56.41";"false";"false"
"herpetic keratitis";"Keratitis";"http://purl.obolibrary.org/obo/HP_0000491";"63.16";"false";"false"
"viral encephalitis";"Encephalitis";"http://purl.obolibrary.org/obo/HP_0002383";"70";"false";"false"
"dizziness";"Vertigo";"http://purl.obolibrary.org/obo/HP_0002321";"66.67";"false";"false"
"excessive daytime sleepiness";"Excessive daytime somnolence";"http://purl.obolibrary.org/obo/HP_0001262";"100";"false";"false"
"vasculitis";"Vasculitis";"http://purl.obolibrary.org/obo/HP_0002633";"100";"false";"false"
"immune system disease";"Autoimmunity";"http://purl.obolibrary.org/obo/HP_0002960";"64.86";"false";"false"
"dental plaque";"Senile plaques";"http://purl.obolibrary.org/obo/HP_0100256";"64";"false";"false"
"multiple system atrophy";"Widely spaced teeth";"http://purl.obolibrary.org/obo/HP_0000687";"57.14";"false";"false"
"leptomeningeal sarcoma";"Leptomeningeal enhancement";"http://purl.obolibrary.org/obo/HP_0032070";"61.54";"false";"false"
"leishmania braziliensis infection";"Tegumentary leishmaniasis susceptibility";"http://purl.obolibrary.org/obo/HP_0007408";"44.44";"false";"false"
"recurrent malignant glioma";"Malignant mesothelioma";"http://purl.obolibrary.org/obo/HP_0100001";"58.54";"false";"false"
"corneal ulcer";"Corneal ulceration";"http://purl.obolibrary.org/obo/HP_0012804";"100";"false";"false"
"cryopyrin associated periodic syndromes";"Budd-Chiari syndrome";"http://purl.obolibrary.org/obo/HP_0002639";"46.15";"false";"false"
"lesion";"Mouth neoplasm";"http://purl.obolibrary.org/obo/HP_0012290";"70";"false";"false"
"ataxia";"Ataxia";"http://purl.obolibrary.org/obo/HP_0001251";"100";"false";"false"
"myxoid round cell liposarcoma";"Myxoid liposarcoma";"http://purl.obolibrary.org/obo/HP_0012268";"77.55";"false";"false"
"active duodenal ulcer";"Duodenal ulcer";"http://purl.obolibrary.org/obo/HP_0002588";"81.25";"false";"false"
"insecticide";"Decreased circulating aldosterone level";"http://purl.obolibrary.org/obo/HP_0004319";"41.03";"false";"false"
"autoimmune pulmonary alveolar proteinosis";"Intraalveolar phospholipid accumulation";"http://purl.obolibrary.org/obo/HP_0006517";"85.71";"false";"false"
"circadian rhythm sleep disorder";"Arrhythmia";"http://purl.obolibrary.org/obo/HP_0011675";"56.6";"false";"false"
"her2 neu overexpressing breast cancer";"Breast carcinoma";"http://purl.obolibrary.org/obo/HP_0003002";"57.14";"false";"false"
"amyotrophic lateral sclerosis";"Amyotrophic lateral sclerosis";"http://purl.obolibrary.org/obo/HP_0007354";"100";"false";"false"
"genetic epileptic syndromes with variable age of onset";"Generalized-onset epileptic spasm";"http://purl.obolibrary.org/obo/HP_0032842";"61.54";"false";"false"
"serious infection";"Severe infection";"http://purl.obolibrary.org/obo/HP_0032169";"74.07";"false";"false"
"lysosomal storage disease";"Multiple pulmonary cysts";"http://purl.obolibrary.org/obo/HP_0005948";"53.66";"false";"false"
"myelofibrosis";"Myelofibrosis";"http://purl.obolibrary.org/obo/HP_0011974";"100";"false";"false"
"psychomotor agitation";"Psychomotor retardation";"http://purl.obolibrary.org/obo/HP_0025356";"70.59";"false";"false"
"histoplasma infection";"Histoplasmosis";"http://purl.obolibrary.org/obo/HP_0032256";"60.61";"false";"false"
"herpes simplex virus infection";"Renal tubular herpes simplex virus inclusions";"http://purl.obolibrary.org/obo/HP_0032956";"62.5";"false";"false"
"basal cell carcinoma";"Basal cell carcinoma";"http://purl.obolibrary.org/obo/HP_0002671";"100";"false";"false"
"cutaneous t cell lymphoma";"Cutaneous T-cell lymphoma";"http://purl.obolibrary.org/obo/HP_0012192";"100";"false";"false"
"advanced malignancy";"Melanoma";"http://purl.obolibrary.org/obo/HP_0002861";"53.33";"false";"false"
"genetic disease";"Generalized periodontitis";"http://purl.obolibrary.org/obo/HP_0011058";"66.67";"false";"false"
"bronchitis";"Bronchitis";"http://purl.obolibrary.org/obo/HP_0012387";"100";"false";"false"
"edema";"Edema";"http://purl.obolibrary.org/obo/HP_0000969";"100";"false";"false"
"paget s disease";"Anal margin Paget's disease";"http://purl.obolibrary.org/obo/HP_0030441";"68.42";"false";"false"
"brain injury";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"56";"false";"false"
"idiopathic thrombocytopenic purpura";"Autoimmune thrombocytopenia";"http://purl.obolibrary.org/obo/HP_0001973";"82.76";"false";"false"
"fibrosis";"Hepatic fibrosis";"http://purl.obolibrary.org/obo/HP_0001395";"72.73";"false";"false"
"igg4 related disease";"Arthropathy";"http://purl.obolibrary.org/obo/HP_0003040";"51.61";"false";"false"
"middle east respiratory syndrome mers";"Restrictive ventilatory defect";"http://purl.obolibrary.org/obo/HP_0002091";"68.75";"false";"false"
"metastatic biliary tract neoplasms";"Biliary tract neoplasm";"http://purl.obolibrary.org/obo/HP_0100574";"83.64";"false";"false"
"spinal muscular atrophy";"Spinal muscular atrophy";"http://purl.obolibrary.org/obo/HP_0007269";"100";"false";"false"
"bone metastases";"Parageusia";"http://purl.obolibrary.org/obo/HP_0031249";"56";"false";"false"
"angiogenesis disorder";"Agenesis of incisor";"http://purl.obolibrary.org/obo/HP_0006485";"57.14";"false";"false"
"cervical intraepithelial neoplasia";"Cervical intraepithelial neoplasia";"http://purl.obolibrary.org/obo/HP_0032242";"100";"false";"false"
"lleum inflammation";"Ileitis";"http://purl.obolibrary.org/obo/HP_0032564";"85.71";"false";"false"
"cocaine addiction";"Cocaine addiction";"http://purl.obolibrary.org/obo/HP_0033513";"100";"false";"false"
"tourette syndrome";"Barrett esophagus";"http://purl.obolibrary.org/obo/HP_0100580";"70.97";"false";"false"
"weight gain";"Decreased body weight";"http://purl.obolibrary.org/obo/HP_0004325";"60.87";"false";"false"
"neoplasm";"Neoplasm";"http://purl.obolibrary.org/obo/HP_0002664";"100";"false";"false"
"small cell lung cancer";"Small cell lung carcinoma";"http://purl.obolibrary.org/obo/HP_0030357";"100";"false";"false"
"acute lymphocytic leukaemia";"Acute lymphoblastic leukemia";"http://purl.obolibrary.org/obo/HP_0006721";"93.88";"false";"false"
"acute myeloid leukaemia";"Acute myeloid leukemia";"http://purl.obolibrary.org/obo/HP_0004808";"100";"false";"false"
"dysplasia";"Hip dysplasia";"http://purl.obolibrary.org/obo/HP_0001385";"83.33";"false";"false"
"human papillomavirus infection";"Persistent human papillomavirus infection";"http://purl.obolibrary.org/obo/HP_0020114";"87.1";"false";"false"
"vulvar squamous intraepithelial lesion";"Vulvar intraepithelial neoplasia";"http://purl.obolibrary.org/obo/HP_0032202";"65.67";"false";"false"
"vulvar intraepithelial neoplasia";"Vulvar intraepithelial neoplasia";"http://purl.obolibrary.org/obo/HP_0032202";"100";"false";"false"
"toxicity";"Adverse drug response";"http://purl.obolibrary.org/obo/HP_0020172";"48";"false";"false"
"acute respiratory distress syndrome";"Acute respiratory distress syndrome";"http://purl.obolibrary.org/obo/HP_0033677";"100";"false";"false"
"myocardial reperfusion injury";"Pericardial effusion";"http://purl.obolibrary.org/obo/HP_0001698";"53.66";"false";"false"
"ovulation dysfunction";"Functional abnormality of the gastrointestinal tract";"http://purl.obolibrary.org/obo/HP_0012719";"69.23";"false";"false"
"virus infection";"Severe norovirus infection";"http://purl.obolibrary.org/obo/HP_0020099";"64.71";"false";"false"
"bladder cancer";"Bladder neoplasm";"http://purl.obolibrary.org/obo/HP_0009725";"100";"false";"false"
"obesity";"Obesity";"http://purl.obolibrary.org/obo/HP_0001513";"100";"false";"false"
"chronic renal failure";"Stage 5 chronic kidney disease";"http://purl.obolibrary.org/obo/HP_0003774";"100";"false";"false"
"cerebral infarction";"Retinal infarction";"http://purl.obolibrary.org/obo/HP_0007866";"62.07";"false";"false"
"ischemia reperfusion injury";"Cerebral ischemia";"http://purl.obolibrary.org/obo/HP_0002637";"53.66";"false";"false"
"arthritis";"Arthritis";"http://purl.obolibrary.org/obo/HP_0001369";"100";"false";"false"
"short bowel syndrome";"Brown anomaly";"http://purl.obolibrary.org/obo/HP_0031622";"58.82";"false";"false"
"acquired immune deficiency syndrome";"Immunodeficiency";"http://purl.obolibrary.org/obo/HP_0002721";"63.41";"false";"false"
"nausea";"Nausea";"http://purl.obolibrary.org/obo/HP_0002018";"100";"false";"false"
"cold type autoimmune haemolytic anemia";"Autoimmune hemolytic anemia";"http://purl.obolibrary.org/obo/HP_0001890";"79.37";"false";"false"
"carotid artery disease";"Carotid artery dissection";"http://purl.obolibrary.org/obo/HP_0012158";"84.44";"false";"false"
"spinocerebellar ataxia";"Ataxia";"http://purl.obolibrary.org/obo/HP_0001251";"82.93";"false";"false"
"meningioma tumour";"Meningioma";"http://purl.obolibrary.org/obo/HP_0002858";"75.86";"false";"false"
"canine and feline spontaneous neoplasm";"Agenesis of canine";"http://purl.obolibrary.org/obo/HP_0012738";"41.27";"false";"false"
