,DRUG_NAME,STRUCT_ID,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_UNIT,ACT_TYPE,ACT_COMMENT,ACT_SOURCE,RELATION,MOA,MOA_SOURCE,ACT_SOURCE_URL,MOA_SOURCE_URL,ACTION_TYPE,TDL,ORGANISM,NEW_ID
17325,ceritinib,4866,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.08,,IC50,Inhibition of LYN (unknown origin) after 60 mins,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
17362,belinostat,4876,Histone deacetylase 2,Enzyme,Q92769,HDAC2,HDAC2_HUMAN,9.07,,Ki,Inhibition of human HDAC2,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL408513,INHIBITOR,Tclin,Homo sapiens,HGNC:4853
17435,imidafenacin,4902,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.384,,Kb,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/10428387,,,Tclin,Homo sapiens,HGNC:1950
17443,nintedanib,4903,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.24,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
17461,nintedanib,4903,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,6.68,,Kd,Binding constant for FAK kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
17471,nintedanib,4903,Serine/threonine-protein kinase MARK2,Kinase,Q7KZI7,MARK2,MARK2_HUMAN,5.85,,Kd,Binding constant for MARK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:3332
17473,nintedanib,4903,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.03,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
17541,nintedanib,4903,Serine/threonine-protein kinase PAK 3,Kinase,O75914,PAK3,PAK3_HUMAN,6.68,,Kd,Binding constant for PAK3 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8592
17577,nintedanib,4903,Serine/threonine-protein kinase PAK 7,Kinase,Q9P286,PAK5,PAK5_HUMAN,5.89,,Kd,Binding constant for PAK7 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:15916
17596,nintedanib,4903,Serine/threonine-protein kinase PAK 2,Kinase,Q13177,PAK2,PAK2_HUMAN,5.48,,Kd,Binding constant for PAK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8591
17597,nintedanib,4903,Serine/threonine-protein kinase PAK 4,Kinase,O96013,PAK4,PAK4_HUMAN,5.52,,Kd,Binding constant for PAK4 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:16059
17793,chidamide,4973,Histone deacetylase 2,Enzyme,Q92769,HDAC2,HDAC2_HUMAN,6.796,,IC50,HDAC enzyme inhibition assay using BSA substrate,SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/22080169,https://pubmed.ncbi.nlm.nih.gov/22080169,INHIBITOR,Tclin,Homo sapiens,HGNC:4853
17976,ixazomib,5067,Proteasome subunit beta type-5,Enzyme,P28074,PSMB5,PSB5_HUMAN,8.469,,IC50,,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/20160034,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/208462lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:9542
18073,eteplirsen,5182,exon 51 of dystrophin pre-mRNA,RNA,P11532,DMD,DMD_HUMAN,,,,Mechanism of Action,UNKNOWN,,1.0,DRUG LABEL,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/206488lbl.pdf,BINDING AGENT,Tclin,Homo sapiens,HGNC:2928
18106,apatinib,5211,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.276,,IC50,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/21443688,,INHIBITOR,Tclin,Homo sapiens,HGNC:11283
18147,midostaurin,5231,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.92,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
18183,midostaurin,5231,Serine/threonine-protein kinase MARK2,Kinase,Q7KZI7,MARK2,MARK2_HUMAN,7.0,,Kd,Binding constant for MARK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:3332
18185,midostaurin,5231,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,5.38,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
18250,midostaurin,5231,Serine/threonine-protein kinase PAK 3,Kinase,O75914,PAK3,PAK3_HUMAN,6.75,,Kd,Binding constant for full-length PAK3,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8592
18298,midostaurin,5231,Serine/threonine-protein kinase PAK 1,Kinase,Q13153,PAK1,PAK1_HUMAN,5.7,,Kd,Binding affinity to PAK1,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8590
18299,midostaurin,5231,Serine/threonine-protein kinase PAK 2,Kinase,Q13177,PAK2,PAK2_HUMAN,5.68,,Kd,Binding affinity to PAK2,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8591
18389,neratinib,5252,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.39,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
18398,neratinib,5252,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,5.72,,Kd,Binding constant for FAK kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
18405,neratinib,5252,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.09,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
18459,neratinib,5252,Serine/threonine-protein kinase PAK 1,Kinase,Q13153,PAK1,PAK1_HUMAN,6.68,,Kd,Binding constant for PAK1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8590
18460,neratinib,5252,Serine/threonine-protein kinase PAK 2,Kinase,Q13177,PAK2,PAK2_HUMAN,7.1,,Kd,Binding constant for PAK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8591
18514,acalabrutinib,5260,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.0,,EC50,,IUPHAR,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:6735
18589,dacomitinib,5297,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.96,,IC50,Inhibition of Src (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
18600,lorlatinib,5302,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,7.77,,IC50,,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/25733882,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210868s000lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:9611
18609,revefenacin,5303,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.38,,Ki,,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/29736245,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210598s000lbl.pdf,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
18673,selinexor,5330,Exportin-1,Nuclear other,O14980,XPO1,XPO1_HUMAN,7.7,,IC50,Mechanism of Action,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://clinicaltrials.gov/ProvidedDocs/61/NCT02215161/Prot_SAP_000.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212306s000lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:12825
18697,quizartinib,5341,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,5.24,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
18742,entrectinib,5345,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,6.85,,IC50,Inhibition of FAK (unknown origin) in presence of gamma33-ATP,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
18762,fedratinib,5347,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,7.12,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
18784,fedratinib,5347,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,7.38,,Kd,Binding constant for FAK kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
18800,fedratinib,5347,Serine/threonine-protein kinase MARK2,Kinase,Q7KZI7,MARK2,MARK2_HUMAN,5.51,,Kd,Binding constant for MARK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:3332
18802,fedratinib,5347,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.3,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
18924,fedratinib,5347,Serine/threonine-protein kinase PAK 7,Kinase,Q9P286,PAK5,PAK5_HUMAN,5.92,,Kd,Binding constant for PAK7 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:15916
18944,fedratinib,5347,Serine/threonine-protein kinase PAK 1,Kinase,Q13153,PAK1,PAK1_HUMAN,5.51,,Kd,Binding constant for PAK1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8590
18945,fedratinib,5347,Serine/threonine-protein kinase PAK 2,Kinase,Q13177,PAK2,PAK2_HUMAN,5.22,,Kd,Binding constant for PAK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8591
18946,fedratinib,5347,Serine/threonine-protein kinase PAK 4,Kinase,O96013,PAK4,PAK4_HUMAN,5.42,,Kd,Binding constant for PAK4 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:16059
19063,golodirsen,5357,exon 53 of dystrophin pre-mRNA,RNA,P11532,DMD,DMD_HUMAN,,,,Mechanism of Action,UNKNOWN,,1.0,DRUG LABEL,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211970s000lbl.pdf,ANTISENSE INHIBITOR,Tclin,Homo sapiens,HGNC:2928
19075,brilliant Blue G,5359,Alpha-synuclein,Transporter,P37840,SNCA,SYUA_HUMAN,5.27,,IC50,Inhibition of wild type alpha-synuclein (unknown origin) aggregation expressed in Escherichia coli BL21 after 30 days by thioflavin T staining-based spectrofluorimetric analysis,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:11138
19169,oliceridine,5406,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,4.44,,IC50,Inhibition of human Cav 1.2 ion channel expressed in HEK293 cells by whole-cell patch clamp technique,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1390
19171,oliceridine,5406,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,4.44,,IC50,Inhibition of human Cav 1.2 ion channel expressed in HEK293 cells by whole-cell patch clamp technique,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1390
19175,viltolarsen,5408,exon 53 of dystrophin pre-mRNA,RNA,P11532,DMD,DMD_HUMAN,8.33,,EC50,Activity determined in rhabdomyosarcoma cells isolated from DMD patients,DRUG LABEL,=,1.0,DRUG LABEL,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/212154Orig1s000PharmR.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/212154Orig1s000lbl.pdf,BINDING AGENT,Tclin,Homo sapiens,HGNC:2928
19258,tirbanibulin,5431,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,4.34,,IC50,Low affinity is expected because the peptide substrate binding site is not well formed when Src is isolated.,IUPHAR,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:11283
19259,tirbanibulin,5431,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,7.0,,IC50,Inhibition of LYN (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
19260,tirbanibulin,5431,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,4.34,,IC50,Low affinity is expected because the peptide substrate binding site is not well formed when Src is isolated.,IUPHAR,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:11283
19261,tirbanibulin,5431,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,7.0,,IC50,Inhibition of LYN (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
19293,casimersen,5443,exon 53 of dystrophin pre-mRNA,RNA,P11532,DMD,DMD_HUMAN,,,,Mechanism of Action,UNKNOWN,,1.0,DRUG LABEL,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213026lbl.pdf,ANTISENSE INHIBITOR,Tclin,Homo sapiens,HGNC:2928
19314,infigratinib,5459,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.53,,IC50,Inhibition of SRC-mediated proliferation of mouse BAF3 cells transformed with TEL-Kinase construct,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
19330,infigratinib,5459,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.52,,IC50,Inhibition of recombinant LYN kinase,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
19339,infigratinib,5459,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.53,,IC50,Inhibition of SRC-mediated proliferation of mouse BAF3 cells transformed with TEL-Kinase construct,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
19347,infigratinib,5459,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.52,,IC50,Inhibition of recombinant LYN kinase,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
19352,infigratinib,5459,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.53,,IC50,Inhibition of SRC-mediated proliferation of mouse BAF3 cells transformed with TEL-Kinase construct,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
